,Group,Model,File,Run,MSE,nRMSE,Conservation,MaxError
34,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run5,0.01348927803337574,0.022806573659181595,0.001713534351438284,0.08540573716163635
35,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run6,0.012602424249053001,0.021413926035165787,0.0012371877674013376,0.08006235957145691
36,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run7,0.01300088968127966,0.021813398227095604,0.001383981085382402,0.08106514066457748
37,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run8,0.013795494101941586,0.023097103461623192,0.001775683369487524,0.08463355898857117
38,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run9,0.012252375483512878,0.020781992003321648,0.0009689642465673387,0.07837636768817902
39,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run10,0.01274921279400587,0.02168506756424904,0.0010638750391080976,0.08169437199831009
40,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run1,0.011281052604317665,0.019881680607795715,0.001247597043402493,0.07714687287807465
41,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run2,0.01116171758621931,0.019702963531017303,0.0011859426740556955,0.07770271599292755
42,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run3,0.011966519057750702,0.02088506892323494,0.0014052989427000284,0.08173234015703201
43,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run4,0.011751233600080013,0.020611004903912544,0.0011379149509593844,0.08044949173927307
44,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run5,0.011552806943655014,0.0203450545668602,0.0013739115092903376,0.07908868044614792
45,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run6,0.011574906297028065,0.0204402357339859,0.001136904233135283,0.07966762781143188
46,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run7,0.012196590192615986,0.021154914051294327,0.001310473307967186,0.08237283676862717
47,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run8,0.011483125388622284,0.020092325285077095,0.0011841031955555081,0.07860853523015976
48,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run9,0.012079460546374321,0.0209332387894392,0.0015423636650666595,0.08127065747976303
49,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run10,0.012572838924825191,0.021762017160654068,0.0016105207614600658,0.08360740542411804
50,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run1,0.011729703284800053,0.020477332174777985,0.0012735052732750773,0.07874671369791031
51,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run2,0.01281945314258337,0.02206226997077465,0.001996218226850033,0.08153871446847916
52,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run3,0.012125981040298939,0.021036842837929726,0.0014336645836010575,0.07983390986919403
53,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run4,0.012447691522538662,0.021472632884979248,0.0019340580329298973,0.08067897707223892
54,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run5,0.011901277117431164,0.02074044942855835,0.0015437568072229624,0.07905504107475281
55,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run6,0.012604450806975365,0.021740814670920372,0.0018456049729138613,0.08231332153081894
56,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run7,0.013364399783313274,0.022795923054218292,0.0018249978311359882,0.08357235789299011
57,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run8,0.01244356855750084,0.021542131900787354,0.0016642074333503842,0.08204352110624313
58,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run9,0.012184787541627884,0.021074460819363594,0.0016757398843765259,0.07916176319122314
59,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run10,0.012179017066955566,0.021183881908655167,0.0017406439874321222,0.07977040857076645
60,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run1,0.012904396280646324,0.022114936262369156,0.0018849830375984311,0.08377837389707565
61,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run2,0.01198616810142994,0.020719222724437714,0.0013354411348700523,0.08031879365444183
62,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run3,0.012804913334548473,0.02208470180630684,0.0018452549120411277,0.08570408076047897
63,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run4,0.012773430906236172,0.02193111926317215,0.0015145755605772138,0.08218202739953995
64,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run5,0.012601351365447044,0.021642083302140236,0.0019247120944783092,0.08236364275217056
65,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run6,0.013977942988276482,0.023619897663593292,0.002354261465370655,0.0871061310172081
66,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run7,0.013140151277184486,0.022437866777181625,0.002512329490855336,0.0851345807313919
67,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run8,0.014235693030059338,0.024212436750531197,0.0022922689095139503,0.0872962474822998
68,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run9,0.012404365465044975,0.021453553810715675,0.001827134983614087,0.0821554958820343
69,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run10,0.012118273414671421,0.020904626697301865,0.001493941992521286,0.07986928522586823
70,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run1,0.013736377470195293,0.022934751585125923,0.0015392136992886662,0.08395169675350189
71,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run2,0.012378044426441193,0.02100931480526924,0.0011156009277328849,0.07850077003240585
72,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run3,0.014097626321017742,0.023753836750984192,0.0023242079187184572,0.08757380396127701
73,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run4,0.01270768977701664,0.02149459719657898,0.00152049888856709,0.08036493510007858
74,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run5,0.013270610943436623,0.022404057905077934,0.0016997220227494836,0.08409902453422546
75,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run6,0.012139406055212021,0.02069896273314953,0.0012176590971648693,0.07737848162651062
76,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run7,0.01324730645865202,0.02229621820151806,0.0015838491963222623,0.0821896642446518
77,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run8,0.013447321020066738,0.022659746930003166,0.0018120483728125691,0.08539500087499619
78,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run9,0.01395457424223423,0.023294631391763687,0.0021051489748060703,0.08600857108831406
79,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run10,0.013350479304790497,0.022502942010760307,0.001957927132025361,0.08401061594486237
80,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run1,0.012408258393406868,0.021587181836366653,0.0015830521006137133,0.08421603590250015
81,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run2,0.012442783452570438,0.02161518856883049,0.0015925553161650896,0.08378732949495316
82,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run3,0.012696411460638046,0.021967444568872452,0.0018627725075930357,0.0828116312623024
83,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run4,0.011936747469007969,0.02077293023467064,0.001303948345594108,0.08128496259450912
84,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run5,0.011488785035908222,0.020182544365525246,0.0010507433908060193,0.07837280631065369
85,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run6,0.012065446004271507,0.020993122830986977,0.0014780150959268212,0.0816156193614006
86,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run7,0.011596272699534893,0.020316917449235916,0.0013191854814067483,0.07937508821487427
87,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run8,0.011851473711431026,0.02059367299079895,0.0011029328452423215,0.07998982071876526
88,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run9,0.011732072569429874,0.02059078961610794,0.0012449950445443392,0.07990577816963196
89,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run10,0.012264221906661987,0.021204549819231033,0.0014334620209410787,0.08142903447151184
90,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run1,0.012941190041601658,0.022249441593885422,0.0018946225754916668,0.0836963951587677
91,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run2,0.012174797244369984,0.02107994444668293,0.0015458633424714208,0.07911616563796997
92,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run3,0.012071961537003517,0.020944204181432724,0.001465065055526793,0.07988806068897247
93,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run4,0.012613154016435146,0.021719058975577354,0.002131690504029393,0.08198253810405731
94,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run5,0.011715901084244251,0.020475387573242188,0.0013891775161027908,0.07953967899084091
95,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run6,0.012395311146974564,0.021449726074934006,0.0015839640982449055,0.08187771588563919
96,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run7,0.012445542961359024,0.021530337631702423,0.0018596106674522161,0.08028623461723328
97,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run8,0.012576734647154808,0.02172267809510231,0.0020278620067983866,0.08153015375137329
98,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run9,0.011756829917430878,0.020469078794121742,0.0012559632305055857,0.07836085557937622
99,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run10,0.011804347857832909,0.020632220432162285,0.001120068714953959,0.07736511528491974
100,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run1,0.012649016454815865,0.021781282499432564,0.0016359628643840551,0.0828223004937172
101,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run2,0.014111689291894436,0.02385777421295643,0.0022615960333496332,0.08740665018558502
102,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run3,0.01355601567775011,0.023007873445749283,0.0022757870610803366,0.0857723280787468
103,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run4,0.012573000974953175,0.021536104381084442,0.0018148054368793964,0.08315222710371017
104,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run5,0.012853739783167839,0.02194788120687008,0.0017813995946198702,0.08312714844942093
105,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run6,0.01327754370868206,0.022708650678396225,0.0016798584256321192,0.08665881305932999
106,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run7,0.011967125348746777,0.02074996754527092,0.0014410300645977259,0.07833607494831085
107,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run8,0.012811042368412018,0.021857259795069695,0.0019765240140259266,0.08363267779350281
108,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run9,0.013682207092642784,0.023318473249673843,0.002287517301738262,0.08728054165840149
109,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run10,0.013059644028544426,0.022410573437809944,0.0016378614818677306,0.08491634577512741
110,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run1,0.013441168703138828,0.02261361852288246,0.002231283113360405,0.08401599526405334
111,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run2,0.013662386685609818,0.02301900088787079,0.0021202045027166605,0.08407127112150192
112,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run3,0.012705083936452866,0.021484462544322014,0.0013635584618896246,0.08144357055425644
113,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run4,0.01295794639736414,0.02185565046966076,0.001563304802402854,0.08123211562633514
114,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run5,0.012219713069498539,0.020629514008760452,0.001156829996034503,0.07713795453310013
115,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run6,0.013322612270712852,0.022430863231420517,0.0016851588152348995,0.08272061496973038
116,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run7,0.012140113860368729,0.02065960131585598,0.0011706191580742598,0.07707314938306808
117,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run8,0.013095153495669365,0.022170739248394966,0.001668216660618782,0.0827019214630127
118,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run9,0.012944270856678486,0.021817892789840698,0.0014130047056823969,0.08086340129375458
119,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run10,0.013872630894184113,0.023187512531876564,0.0019912763964384794,0.08502151817083359
120,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run1,0.010429020039737225,0.01875743456184864,0.0009532144176773727,0.07209741324186325
121,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run2,0.010874254629015923,0.019307253882288933,0.0008887205040082335,0.0760582685470581
122,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run3,0.010958576574921608,0.019474230706691742,0.0006853134837001562,0.07744107395410538
123,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run4,0.010786456055939198,0.019182510673999786,0.0010083650704473257,0.07570160180330276
124,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run5,0.011037955991923809,0.019509634003043175,0.0008521964773535728,0.07735864818096161
125,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run6,0.011259771883487701,0.019871622323989868,0.001159887993708253,0.07859192043542862
126,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run7,0.010889565572142601,0.019379746168851852,0.0006753479246981442,0.07653836905956268
127,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run8,0.010822460055351257,0.01921018585562706,0.0010311667574569583,0.07532159239053726
128,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run9,0.010959060862660408,0.019451254978775978,0.0009898915886878967,0.07595575600862503
129,1D_Advection_beta0.1,FNO,1D_Advection_Sols_beta0.1.hdf5,Run10,0.01116456463932991,0.019703276455402374,0.0010086011607199907,0.07622870057821274
130,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run1,0.010842330753803253,0.019175445660948753,0.0010497941402718425,0.07495944201946259
131,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run2,0.01040039025247097,0.018592439591884613,0.0006087695946916938,0.07294471561908722
132,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run3,0.010733338072896004,0.019022369757294655,0.0010820286115631461,0.07388812303543091
133,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run4,0.011107591912150383,0.019624996930360794,0.0014378250343725085,0.07485952228307724
134,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run5,0.011212587356567383,0.019788669422268867,0.0014174581738188863,0.07764102518558502
135,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run6,0.011252326890826225,0.019863929599523544,0.0013168950099498034,0.07409520447254181
136,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run7,0.010165277868509293,0.01822180300951004,0.0006896207924000919,0.07066206634044647
137,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run8,0.011413351632654667,0.020024331286549568,0.0014329487457871437,0.07801324129104614
138,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run9,0.01098471786826849,0.019405018538236618,0.0010309506906196475,0.07636826485395432
139,1D_Advection_beta0.4,FNO,1D_Advection_Sols_beta0.4.hdf5,Run10,0.011086917482316494,0.01962514966726303,0.0011029274901375175,0.07684346288442612
140,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run1,0.010912766680121422,0.01930791325867176,0.0009302266989834607,0.07447097450494766
141,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run2,0.01079285703599453,0.019149769097566605,0.0011223431210964918,0.07414767146110535
142,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run3,0.01073857769370079,0.018976321443915367,0.0009495116537436843,0.07486865669488907
143,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run4,0.01130695454776287,0.019812263548374176,0.001149143441580236,0.07735089957714081
144,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run5,0.011451378464698792,0.020141098648309708,0.0015553835546597838,0.07947470992803574
145,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run6,0.011131536215543747,0.01958705112338066,0.0011741071939468384,0.07719121873378754
146,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run7,0.010832074098289013,0.01910947822034359,0.0007647817255929112,0.07313895225524902
147,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run8,0.010146906599402428,0.01812470704317093,0.0010842583142220974,0.07043255120515823
148,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run9,0.011442012153565884,0.020097436383366585,0.0012291374150663614,0.07898257672786713
149,1D_Advection_beta1.0,FNO,1D_Advection_Sols_beta1.0.hdf5,Run10,0.011380411684513092,0.019955115392804146,0.0012455530231818557,0.08016255497932434
150,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run1,0.010125157423317432,0.017487946897745132,0.0008174270624294877,0.06527256965637207
151,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run2,0.010440290905535221,0.01807989552617073,0.0007417128072120249,0.06735335290431976
152,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run3,0.010402963496744633,0.018027259036898613,0.0006153919384814799,0.06666513532400131
153,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run4,0.011376473121345043,0.01952419988811016,0.001067057834006846,0.07426325976848602
154,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run5,0.011122758500277996,0.01919461414217949,0.000999119714833796,0.07123865932226181
155,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run6,0.010651178658008575,0.0183783620595932,0.0009276894270442426,0.06911308318376541
156,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run7,0.0111157251521945,0.019212631508708,0.0008945883018895984,0.07219588756561279
157,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run8,0.01056120079010725,0.018321318551898003,0.0009737158543430269,0.06646312028169632
158,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run9,0.010934830643236637,0.01891373097896576,0.0009476919658482075,0.0699995830655098
159,1D_Advection_beta4.0,FNO,1D_Advection_Sols_beta4.0.hdf5,Run10,0.011154770851135254,0.01924363151192665,0.0013228132156655192,0.07108139246702194
160,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run1,0.02855495736002922,0.08694927394390106,0.00147951056715101,0.21138620376586914
161,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run2,0.028071774169802666,0.08429095894098282,0.0013647088780999184,0.20874683558940887
162,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run3,0.028248939663171768,0.0849190354347229,0.001637628534808755,0.2095945030450821
163,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run4,0.02875666879117489,0.08645421266555786,0.0017421952215954661,0.21254771947860718
164,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run5,0.027966419234871864,0.08421763777732849,0.0015451102517545223,0.20763303339481354
165,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run6,0.028502559289336205,0.08581354469060898,0.0015856361715123057,0.2076445370912552
166,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run7,0.02947142720222473,0.08865159004926682,0.00142092804890126,0.21347662806510925
167,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run8,0.029900778084993362,0.09052812308073044,0.001323423464782536,0.2126331776380539
168,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run9,0.028231963515281677,0.08541468530893326,0.0014404237736016512,0.20890499651432037
